id,gid,x,y,v_x,v_y,radius,time
5,5,-5.519756,-5.519857,0.543313,0.542953,0.500000,0.400000
6,6,0.000000,-7.801211,0.000000,0.787812,0.500000,0.400000
7,7,5.536544,-5.536427,-0.476818,0.477243,0.500000,0.400000
0,0,7.771147,0.000074,-0.804127,0.000260,0.500000,0.450000
1,1,5.513831,5.513829,-0.502530,-0.502537,0.500000,0.450000
2,2,0.000065,7.762126,0.000231,-0.835822,0.500000,0.450000
3,3,-5.493734,5.493772,0.573146,-0.573011,0.500000,0.450000
4,4,-7.794065,0.000048,0.723597,0.000171,0.500000,0.450000
5,5,-5.490537,-5.490657,0.584378,0.583991,0.500000,0.450000
6,6,0.000000,-7.758844,0.000000,0.847357,0.500000,0.450000
7,7,5.510902,-5.510762,-0.512857,0.513314,0.500000,0.450000
0,0,7.728397,0.000088,-0.854983,0.000277,0.500000,0.500000
1,1,5.487115,5.487113,-0.534312,-0.534320,0.500000,0.500000
2,2,0.000078,7.717692,0.000246,-0.888683,0.500000,0.500000
3,3,-5.463264,5.463310,0.609394,-0.609250,0.500000,0.500000
4,4,-7.755597,0.000057,0.769361,0.000182,0.500000,0.500000
5,5,-5.459470,-5.459611,0.621337,0.620924,0.500000,0.500000
6,6,0.000000,-7.713796,0.000000,0.900947,0.500000,0.500000
7,7,5.483637,-5.483473,-0.545292,0.545778,0.500000,0.500000
0,0,7.683360,0.000102,-0.900754,0.000291,0.500000,0.550000
1,1,5.458969,5.458966,-0.562916,-0.562924,0.500000,0.550000
2,2,0.000091,7.670879,0.000259,-0.936257,0.500000,0.550000
3,3,-5.431163,5.431216,0.642017,-0.641866,0.500000,0.550000
4,4,-7.715070,0.000067,0.810547,0.000192,0.500000,0.550000
5,5,-5.426740,-5.426903,0.654599,0.654165,0.500000,0.550000
6,6,0.000000,-7.666337,0.000000,0.949178,0.500000,0.550000
7,7,5.454913,-5.454723,-0.574484,0.574996,0.500000,0.550000
0,0,7.636262,0.000118,-0.941948,0.000305,0.500000,0.600000
1,1,5.429536,5.429533,-0.588660,-0.588668,0.500000,0.600000
2,2,0.000104,7.621926,0.000270,-0.979075,0.500000,0.600000
3,3,-5.397594,5.397655,0.671378,-0.671220,0.500000,0.600000
4,4,-7.672689,0.000077,0.847616,0.000201,0.500000,0.600000
5,5,-5.392513,-5.392699,0.684536,0.684082,0.500000,0.600000
6,6,0.000000,-7.616708,0.000000,0.992587,0.500000,0.600000
7,7,5.424875,-5.424658,-0.600756,0.601292,0.500000,0.600000
0,0,7.587311,0.000133,-0.979022,0.000317,0.500000,0.650000
1,1,5.398945,5.398941,-0.611829,-0.611838,0.500000,0.650000
2,2,0.000118,7.571045,0.000281,-1.017610,0.500000,0.650000
3,3,-5.362704,5.362773,0.697803,-0.697638,0.500000,0.650000
4,4,-7.628640,0.000087,0.880977,0.000208,0.500000,0.650000
5,5,-5.356939,-5.357148,0.711478,0.711006,0.500000,0.650000
6,6,0.000000,-7.565125,0.000000,1.031654,0.500000,0.650000
7,7,5.393655,-5.393410,-0.624402,0.624958,0.500000,0.650000
0,0,7.536692,0.000150,-1.012389,0.000327,0.500000,0.700000
1,1,5.367311,5.367307,-0.632681,-0.632690,0.500000,0.700000
2,2,0.000133,7.518430,0.000291,-1.052292,0.500000,0.700000
3,3,-5.326625,5.326703,0.721585,-0.721415,0.500000,0.700000
4,4,-7.583090,0.000098,0.911002,0.000216,0.500000,0.700000
5,5,-5.320153,-5.320386,0.735727,0.735239,0.500000,0.700000
6,6,0.000000,-7.511785,0.000000,1.066814,0.500000,0.700000
7,7,5.361371,-5.361097,-0.645682,0.646258,0.500000,0.700000
0,0,7.484571,0.000167,-1.042419,0.000337,0.500000,0.750000
1,1,5.334738,5.334734,-0.651448,-0.651457,0.500000,0.750000
2,2,0.000148,7.464255,0.000299,-1.083506,0.500000,0.750000
3,3,-5.289475,5.289562,0.742990,-0.742814,0.500000,0.750000
4,4,-7.536189,0.000109,0.938025,0.000222,0.500000,0.750000
5,5,-5.282275,-5.282534,0.757550,0.757048,0.500000,0.750000
6,6,0.000000,-7.456862,0.000000,1.098459,0.500000,0.750000
7,7,5.328129,-5.327826,-0.664835,0.665428,0.500000,0.750000
0,0,7.431099,0.000184,-1.069446,0.000346,0.500000,0.800000
1,1,5.301321,5.301316,-0.668338,-0.668348,0.500000,0.800000
2,2,0.000163,7.408675,0.000307,-1.111598,0.500000,0.800000
3,3,-5.251363,5.251458,0.762253,-0.762073,0.500000,0.800000
4,4,-7.488072,0.000120,0.962346,0.000228,0.500000,0.800000
5,5,-5.243416,-5.243700,0.777192,0.776676,0.500000,0.800000
6,6,0.000000,-7.400515,0.000000,1.126939,0.500000,0.800000
7,7,5.294025,-5.293692,-0.682072,0.682680,0.500000,0.800000
0,0,7.376410,0.000202,-1.093770,0.000354,0.500000,0.850000
1,1,5.267144,5.267139,-0.683540,-0.683549,0.500000,0.850000
2,2,0.000179,7.351831,0.000314,-1.136881,0.500000,0.850000
3,3,-5.212383,5.212488,0.779591,-0.779407,0.500000,0.850000
4,4,-7.438860,0.000132,0.984234,0.000233,0.500000,0.850000
5,5,-5.203672,-5.203983,0.794869,0.794342,0.500000,0.850000
6,6,0.000000,-7.342886,0.000000,1.152571,0.500000,0.850000
7,7,5.259146,-5.258782,-0.697586,0.698208,0.500000,0.850000
0,0,7.320627,0.000220,-1.115662,0.000361,0.500000,0.900000
1,1,5.232283,5.232277,-0.697221,-0.697231,0.500000,0.900000
2,2,0.000195,7.293849,0.000320,-1.159636,0.500000,0.900000
3,3,-5.172623,5.172738,0.795194,-0.795007,0.500000,0.900000
4,4,-7.388663,0.000144,1.003934,0.000238,0.500000,0.900000
5,5,-5.163134,-5.163471,0.810778,0.810240,0.500000,0.900000
6,6,0.000000,-7.284104,0.000000,1.175640,0.500000,0.900000
7,7,5.223569,-5.223173,-0.711548,0.712183,0.500000,0.900000
0,0,7.263859,0.000238,-1.135365,0.000367,0.500000,0.950000
1,1,5.196807,5.196800,-0.709534,-0.709544,0.500000,0.950000
2,2,0.000211,7.234844,0.000326,-1.180116,0.500000,0.950000
3,3,-5.132161,5.132285,0.809237,-0.809047,0.500000,0.950000
4,4,-7.337580,0.000156,1.021663,0.000242,0.500000,0.950000
5,5,-5.121879,-5.122244,0.825097,0.824549,0.500000,0.950000
6,6,0.000000,-7.224284,0.000000,1.196402,0.500000,0.950000
7,7,5.187363,-5.186935,-0.724114,0.724760,0.500000,0.950000
0,0,7.206204,0.000257,-1.153097,0.000373,0.500000,1.000000
1,1,5.160776,5.160769,-0.720616,-0.720626,0.500000,1.000000
2,2,0.000228,7.174916,0.000331,-1.198547,0.500000,1.000000
3,3,-5.091068,5.091201,0.821876,-0.821682,0.500000,1.000000
4,4,-7.285699,0.000168,1.037620,0.000246,0.500000,1.000000
5,5,-5.079980,-5.080372,0.837983,0.837427,0.500000,1.000000
6,6,0.000000,-7.163530,0.000000,1.215088,0.500000,1.000000
7,7,5.150592,-5.150131,-0.735424,0.736079,0.500000,1.000000
0,0,7.147751,0.000276,-1.169057,0.000378,0.500000,1.050000
1,1,5.124246,5.124239,-0.730589,-0.730600,0.500000,1.050000
2,2,0.000244,7.114159,0.000336,-1.215135,0.500000,1.050000
3,3,-5.049405,5.049548,0.833251,-0.833055,0.500000,1.050000
4,4,-7.233100,0.000181,1.051981,0.000249,0.500000,1.050000
5,5,-5.037500,-5.037921,0.849581,0.849018,0.500000,1.050000
6,6,0.000000,-7.101934,0.000000,1.231905,0.500000,1.050000
7,7,5.113312,-5.112817,-0.745602,0.746267,0.500000,1.050000
0,0,7.088580,0.000295,-1.183420,0.000383,0.500000,1.100000
1,1,5.087268,5.087260,-0.739565,-0.739576,0.500000,1.100000
2,2,0.000261,7.052656,0.000340,-1.230065,0.500000,1.100000
3,3,-5.007231,5.007384,0.843489,-0.843290,0.500000,1.100000
4,4,-7.179855,0.000193,1.064906,0.000252,0.500000,1.100000
5,5,-4.994499,-4.994949,0.860019,0.859449,0.500000,1.100000
6,6,0.000041,-7.039596,0.000820,1.246771,0.500000,1.100000
7,7,5.075574,-5.075045,-0.754763,0.755436,0.500000,1.100000
0,0,7.028763,0.000314,-1.196347,0.000387,0.500000,1.150000
1,1,5.049886,5.049877,-0.747644,-0.747655,0.500000,1.150000
2,2,0.000279,6.990481,0.000344,-1.243501,0.500000,1.150000
3,3,-4.964595,4.964759,0.852703,-0.852502,0.500000,1.150000
4,4,-7.126028,0.000206,1.076538,0.000255,0.500000,1.150000
5,5,-4.951029,-4.951507,0.869414,0.868837,0.500000,1.150000
6,6,0.000168,-6.976604,0.002532,1.259831,0.500000,1.150000
7,7,5.037423,-5.036861,-0.763008,0.763688,0.500000,1.150000
0,0,6.968364,0.000334,-1.207981,0.000391,0.500000,1.200000
1,1,5.012140,5.012131,-0.754915,-0.754925,0.500000,1.200000
2,2,0.000296,6.927701,0.000347,-1.255594,0.500000,1.200000
3,3,-4.921546,4.921719,0.860995,-0.860792,0.500000,1.200000
4,4,-7.071677,0.000219,1.087007,0.000257,0.500000,1.200000
5,5,-4.907270,-4.907599,0.875166,0.878169,0.500000,1.200000
6,6,0.000417,-6.913040,0.004979,1.271292,0.500000,1.200000
7,7,4.998902,-4.998305,-0.770428,0.771114,0.500000,1.200000
0,0,6.907441,0.000353,-1.218452,0.000394,0.500000,1.250000
1,1,4.974067,4.974058,-0.761458,-0.761469,0.500000,1.250000
2,2,0.000313,6.864378,0.000350,-1.266478,0.500000,1.250000
3,3,-4.878123,4.878307,0.868458,-0.868253,0.500000,1.250000
4,4,-7.016856,0.000232,1.096430,0.000259,0.500000,1.250000
5,5,-4.863290,-4.863259,0.879618,0.886796,0.500000,1.250000
6,6,0.000812,-6.848971,0.007907,1.281377,0.500000,1.250000
7,7,4.960046,-4.959415,-0.777106,0.777799,0.500000,1.250000
0,0,6.846047,0.000373,-1.227876,0.000397,0.500000,1.300000
1,1,4.935700,4.935690,-0.767348,-0.767358,0.500000,1.300000
2,2,0.000331,6.800564,0.000353,-1.276273,0.500000,1.300000
3,3,-4.834364,4.834558,0.875175,-0.874969,0.500000,1.300000
4,4,-6.961610,0.000245,1.104910,0.000261,0.500000,1.300000
5,5,-4.819141,-4.818521,0.882966,0.894764,0.500000,1.300000
6,6,0.001372,-6.784458,0.011198,1.290248,0.500000,1.300000
7,7,4.920891,-4.920225,-0.783116,0.783814,0.500000,1.300000
0,0,6.784230,0.000398,-1.236350,0.000487,0.500000,1.350000
1,1,4.897067,4.897057,-0.772648,-0.772659,0.500000,1.350000
2,2,0.000349,6.736309,0.000355,-1.285089,0.500000,1.350000
3,3,-4.790303,4.790507,0.881220,-0.881012,0.500000,1.350000
4,4,-6.905983,0.000258,1.112542,0.000263,0.500000,1.350000
5,5,-4.774857,-4.773431,0.885695,0.901794,0.500000,1.350000
6,6,0.002076,-6.719553,0.014090,1.298101,0.500000,1.350000
7,7,4.881497,-4.880770,-0.787864,0.789091,0.500000,1.350000
0,0,6.722034,0.000465,-1.243916,0.001350,0.500000,1.400000
1,1,4.858197,4.858185,-0.777418,-0.777429,0.500000,1.400000
2,2,0.000367,6.671658,0.000357,-1.293023,0.500000,1.400000
3,3,-4.745970,4.746185,0.886661,-0.886452,0.500000,1.400000
4,4,-6.850013,0.000271,1.119411,0.000265,0.500000,1.400000
5,5,-4.730446,-4.728050,0.888215,0.907619,0.500000,1.400000
6,6,0.002895,-6.654300,0.016382,1.305056,0.500000,1.400000
7,7,4.841933,-4.841121,-0.791284,0.792987,0.500000,1.400000
0,0,6.659500,0.000569,-1.250673,0.002079,0.500000,1.450000
1,1,4.819135,4.819139,-0.781227,-0.780918,0.500000,1.450000
2,2,0.000385,6.606650,0.000359,-1.300164,0.500000,1.450000
3,3,-4.701392,4.701618,0.891558,-0.891347,0.500000,1.450000
4,4,-6.793733,0.000285,1.125593,0.000266,0.500000,1.450000
5,5,-4.685922,-4.682430,0.890477,0.912390,0.500000,1.450000
6,6,0.003808,-6.588740,0.018253,1.311201,0.500000,1.450000
7,7,4.802254,-4.801334,-0.793576,0.795727,0.500000,1.450000
0,0,6.596664,0.000702,-1.256726,0.002651,0.500000,1.500000
1,1,4.779936,4.779979,-0.783976,-0.783217,0.500000,1.500000
2,2,0.000403,6.541321,0.000361,-1.306590,0.500000,1.500000
3,3,-4.656594,4.656830,0.895964,-0.895753,0.500000,1.500000
4,4,-6.737175,0.000298,1.131156,0.000268,0.500000,1.500000
5,5,-4.641299,-4.636619,0.892456,0.916236,0.500000,1.500000
6,6,0.004800,-6.522909,0.019842,1.316623,0.500000,1.500000
7,7,4.762509,-4.761462,-0.794901,0.797452,0.500000,1.500000
0,0,6.533555,0.000857,-1.262176,0.003105,0.500000,1.550000
1,1,4.740646,4.740754,-0.785810,-0.784493,0.500000,1.550000
2,2,0.000421,6.475702,0.000363,-1.312374,0.500000,1.550000
3,3,-4.611597,4.611844,0.899931,-0.899718,0.500000,1.550000
4,4,-6.680367,0.000312,1.136164,0.000269,0.500000,1.550000
5,5,-4.596592,-4.590656,0.894139,0.919261,0.500000,1.550000
6,6,0.005863,-6.456839,0.021251,1.321408,0.500000,1.550000
7,7,4.722740,-4.721548,-0.795395,0.798281,0.500000,1.550000
0,0,6.470199,0.001030,-1.267118,0.003470,0.500000,1.600000
1,1,4.701303,4.701510,-0.786854,-0.784884,0.500000,1.600000
2,2,0.000439,6.409823,0.000364,-1.317580,0.500000,1.600000
3,3,-4.566422,4.566680,0.903500,-0.903287,0.500000,1.600000
4,4,-6.623334,0.000325,1.140670,0.000270,0.500000,1.600000
5,5,-4.551816,-4.544578,0.895523,0.921556,0.500000,1.600000
6,6,0.006991,-6.390557,0.022562,1.325639,0.500000,1.600000
7,7,4.682981,-4.681632,-0.795167,0.798317,0.500000,1.600000
0,0,6.406640,0.001236,-1.271186,0.004120,0.500000,1.650000
1,1,4.661942,4.662284,-0.787217,-0.784506,0.500000,1.650000
2,2,0.000457,6.343710,0.000365,-1.322265,0.500000,1.650000
3,3,-4.521087,4.521355,0.906713,-0.906499,0.500000,1.650000
4,4,-6.566097,0.000339,1.144726,0.000271,0.500000,1.650000
5,5,-4.506986,-4.498418,0.896612,0.923192,0.500000,1.650000
6,6,0.008161,-6.324105,0.023402,1.329028,0.500000,1.650000
7,7,4.643266,-4.641749,-0.794307,0.797650,0.500000,1.650000
0,0,6.342948,0.001469,-1.273832,0.004656,0.500000,1.700000
1,1,4.622593,4.623112,-0.786994,-0.783439,0.500000,1.700000
2,2,0.000476,6.277386,0.000366,-1.326481,0.500000,1.700000
3,3,-4.475606,4.475885,0.909604,-0.909390,0.500000,1.700000
4,4,-6.508679,0.000352,1.148377,0.000272,0.500000,1.700000
5,5,-4.462116,-4.452237,0.897392,0.923631,0.500000,1.700000
6,6,0.009350,-6.257527,0.023785,1.331563,0.500000,1.700000
7,7,4.603620,-4.601930,-0.792918,0.796384,0.500000,1.700000
0,0,6.279186,0.001724,-1.275247,0.005099,0.500000,1.750000
1,1,4.583279,4.584024,-0.786280,-0.781773,0.500000,1.750000
2,2,0.000494,6.210872,0.000368,-1.330276,0.500000,1.750000
3,3,-4.429996,4.430286,0.912207,-0.911991,0.500000,1.750000
4,4,-6.451095,0.000366,1.151662,0.000273,0.500000,1.750000
5,5,-4.417225,-4.406089,0.897825,0.922953,0.500000,1.750000
6,6,0.010544,-6.190859,0.023867,1.333364,0.500000,1.750000
7,7,4.564065,-4.562201,-0.791096,0.794590,0.500000,1.750000
0,0,6.215407,0.001997,-1.275590,0.005465,0.500000,1.800000
1,1,4.544021,4.545045,-0.785157,-0.779583,0.500000,1.800000
2,2,0.000512,6.144187,0.000368,-1.333692,0.500000,1.800000
3,3,-4.384269,4.384569,0.914549,-0.914333,0.500000,1.800000
4,4,-6.393364,0.000379,1.154619,0.000273,0.500000,1.800000
5,5,-4.372330,-4.360024,0.897886,0.921293,0.500000,1.800000
6,6,0.011732,-6.124132,0.023763,1.334542,0.500000,1.800000
7,7,4.524619,-4.522584,-0.788921,0.792329,0.500000,1.800000
0,0,6.151657,0.002286,-1.274993,0.005772,0.500000,1.850000
1,1,4.504836,4.506198,-0.783701,-0.776933,0.500000,1.850000
2,2,0.000531,6.077349,0.000369,-1.336765,0.500000,1.850000
3,3,-4.338436,4.338747,0.916656,-0.916440,0.500000,1.850000
4,4,-6.335501,0.000393,1.157280,0.000274,0.500000,1.850000
5,5,-4.327452,-4.314086,0.897561,0.918761,0.500000,1.850000
6,6,0.012910,-6.057372,0.023557,1.335198,0.500000,1.850000
7,7,4.485296,-4.483102,-0.786455,0.789653,0.500000,1.850000
0,0,6.087979,0.002588,-1.273562,0.006032,0.500000,1.900000
1,1,4.465737,4.467504,-0.781981,-0.773878,0.500000,1.900000
2,2,0.000549,6.010372,0.000370,-1.339532,0.500000,1.900000
3,3,-4.292508,4.292830,0.918553,-0.918337,0.500000,1.900000
4,4,-6.277517,0.000407,1.159675,0.000274,0.500000,1.900000
5,5,-4.282610,-4.268314,0.896842,0.915441,0.500000,1.900000
6,6,0.014075,-5.990601,0.023310,1.335427,0.500000,1.900000
7,7,4.446109,-4.443771,-0.783752,0.786607,0.500000,1.900000
0,0,6.024410,0.002901,-1.271386,0.006260,0.500000,1.950000
1,1,4.426734,4.428981,-0.780059,-0.770463,0.500000,1.950000
2,2,0.000568,5.943271,0.000371,-1.342022,0.500000,1.950000
3,3,-4.246495,4.246828,0.920261,-0.920044,0.500000,1.950000
4,4,-6.219425,0.000421,1.161830,0.000275,0.500000,1.950000
5,5,-4.237824,-4.222744,0.895726,0.911402,0.500000,1.950000
6,6,0.015228,-5.923835,0.023064,1.335318,0.500000,1.950000
7,7,4.407066,-4.404610,-0.780854,0.783228,0.500000,1.950000
0,0,5.960983,0.003224,-1.268539,0.006466,0.500000,2.000000
1,1,4.387834,4.390644,-0.777994,-0.766730,0.500000,2.000000
2,2,0.000586,5.876058,0.000371,-1.344262,0.500000,2.000000
3,3,-4.200405,4.200749,0.921797,-0.921580,0.500000,2.000000
4,4,-6.161237,0.000434,1.163770,0.000275,0.500000,2.000000
5,5,-4.193113,-4.177409,0.894213,0.906696,0.500000,2.000000
6,6,0.016378,-5.857090,0.023002,1.334901,0.500000,2.000000
7,7,4.368176,-4.365632,-0.777801,0.779551,0.500000,2.000000
0,0,5.897729,0.003557,-1.265077,0.006663,0.500000,2.050000
1,1,4.349042,4.352509,-0.775839,-0.762713,0.500000,2.050000
2,2,0.000605,5.808744,0.000372,-1.346279,0.500000,2.050000
3,3,-4.154246,4.154601,0.923180,-0.922963,0.500000,2.050000
4,4,-6.102961,0.000448,1.165516,0.000276,0.500000,2.050000
5,5,-4.148498,-4.132341,0.892312,0.901361,0.500000,2.050000
6,6,0.017555,-5.790385,0.023537,1.334106,0.500000,2.050000
7,7,4.329445,-4.326852,-0.774614,0.775602,0.500000,2.050000
0,0,5.834676,0.003901,-1.261048,0.006868,0.500000,2.100000
1,1,4.310360,4.314587,-0.773646,-0.758443,0.500000,2.100000
2,2,0.000624,5.741340,0.000372,-1.348094,0.500000,2.100000
3,3,-4.108025,4.108390,0.924425,-0.924207,0.500000,2.100000
4,4,-6.044607,0.000462,1.167088,0.000276,0.500000,2.100000
5,5,-4.103995,-4.087570,0.890054,0.895417,0.500000,2.100000
6,6,0.018782,-5.723733,0.024542,1.333031,0.500000,2.100000
7,7,4.290881,-4.288282,-0.771281,0.771403,0.500000,2.100000
0,0,5.771852,0.004255,-1.256489,0.007094,0.500000,2.150000
1,1,4.271787,4.276889,-0.771463,-0.753946,0.500000,2.150000
2,2,0.000642,5.673853,0.000373,-1.349728,0.500000,2.150000
3,3,-4.061748,4.062124,0.925545,-0.925327,0.500000,2.150000
4,4,-5.986181,0.000476,1.168502,0.000276,0.500000,2.150000
5,5,-4.059622,-4.043126,0.887461,0.888881,0.500000,2.150000
6,6,0.020078,-5.657145,0.025921,1.331768,0.500000,2.150000
7,7,4.252491,-4.249933,-0.767803,0.766975,0.500000,2.150000
0,0,5.709280,0.004623,-1.251431,0.007351,0.500000,2.200000
1,1,4.233324,4.239429,-0.769260,-0.749200,0.500000,2.200000
2,2,0.000661,5.606293,0.000373,-1.351198,0.500000,2.200000
3,3,-4.015420,4.015807,0.926553,-0.926335,0.500000,2.200000
4,4,-5.927693,0.000490,1.169775,0.000277,0.500000,2.200000
5,5,-4.015395,-3.999038,0.884544,0.881767,0.500000,2.200000
6,6,0.021459,-5.590625,0.027604,1.330401,0.500000,2.200000
7,7,4.214282,-4.211817,-0.764187,0.762333,0.500000,2.200000
0,0,5.646985,0.005005,-1.245897,0.007648,0.500000,2.250000
1,1,4.194983,4.202226,-0.766813,-0.744062,0.500000,2.250000
2,2,0.000680,5.538667,0.000374,-1.352521,0.500000,2.250000
3,3,-3.969047,3.969445,0.927461,-0.927242,0.500000,2.250000
4,4,-5.869147,0.000504,1.170920,0.000277,0.500000,2.250000
5,5,-3.971338,-3.955330,0.881136,0.874159,0.500000,2.250000
6,6,0.022935,-5.524174,0.029538,1.329015,0.500000,2.250000
7,7,4.176268,-4.173946,-0.760273,0.757416,0.500000,2.250000
0,0,5.584990,0.005405,-1.239914,0.007998,0.500000,2.300000
1,1,4.156770,4.165296,-0.764257,-0.738596,0.500000,2.300000
2,2,0.000698,5.470982,0.000374,-1.353712,0.500000,2.300000
3,3,-3.922633,3.923042,0.928277,-0.928058,0.500000,2.300000
4,4,-5.810549,0.000517,1.171951,0.000277,0.500000,2.300000
5,5,-3.927484,-3.912024,0.877088,0.866113,0.500000,2.300000
6,6,0.024520,-5.457789,0.031686,1.327693,0.500000,2.300000
7,7,4.138472,-4.136337,-0.755931,0.752177,0.500000,2.300000
0,0,5.523314,0.005825,-1.233505,0.008402,0.500000,2.350000
1,1,4.118684,4.128654,-0.761715,-0.732858,0.500000,2.350000
2,2,0.000717,5.403242,0.000374,-1.354784,0.500000,2.350000
3,3,-3.876183,3.876603,0.929012,-0.928793,0.500000,2.350000
4,4,-5.751905,0.000531,1.172879,0.000278,0.500000,2.350000
5,5,-3.883860,-3.869146,0.872479,0.857579,0.500000,2.350000
6,6,0.026221,-5.391463,0.034027,1.326521,0.500000,2.350000
7,7,4.100908,-4.099004,-0.751266,0.746662,0.500000,2.350000
0,0,5.461980,0.006268,-1.226681,0.008861,0.500000,2.400000
1,1,4.080719,4.092308,-0.759304,-0.726906,0.500000,2.400000
2,2,0.000736,5.335455,0.000375,-1.355749,0.500000,2.400000
3,3,-3.829699,3.830130,0.929674,-0.929454,0.500000,2.400000
4,4,-5.693219,0.000545,1.173714,0.000278,0.500000,2.400000
5,5,-3.840491,-3.826720,0.867368,0.848517,0.500000,2.400000
6,6,0.028048,-5.325184,0.036541,1.325583,0.500000,2.400000
7,7,4.063590,-4.061959,-0.746369,0.740906,0.500000,2.400000
0,0,5.401008,0.006737,-1.219444,0.009370,0.500000,2.450000
1,1,4.042862,4.056268,-0.757138,-0.720801,0.500000,2.450000
2,2,0.000755,5.267624,0.000375,-1.356617,0.500000,2.450000
3,3,-3.783185,3.783628,0.930269,-0.930049,0.500000,2.450000
4,4,-5.634496,0.000559,1.174466,0.000278,0.500000,2.450000
5,5,-3.797581,-3.785100,0.858210,0.832400,0.500000,2.450000
6,6,0.030219,-5.259316,0.043422,1.317360,0.500000,2.450000
7,7,4.026524,-4.025212,-0.741328,0.734941,0.500000,2.450000
0,0,5.340941,0.007239,-1.201342,0.010038,0.500000,2.500000
